Name der Klinik;Bewertung;Datum der Bewertung;Sternebewertung;Likes
Herzogin Elisabeth Hospital;"Es war mein erster längerer Aufenthalt in einem Krankenhaus.
Das Personal von den Pflegekräften bis zu den Ärzten super! Schöne Zimmer, gute Cafeteria und ein schönes Gelände um das Krankenhaus. Das Essen ist abwechslungsreich und man kann (wenn man darf) täglich variieren.
Natürlich ist es in einem Krankenhaus teilweise stressig, das darf man nicht als Kritikpunkt sehen. Genau wie die Notaufnahme. Wenn man mit Beschwerden kommt welche auch ein „normaler“ Arzt behandeln kann, ist die Wartezeit natürlich normal. Es geht nach Schweregrad nicht nach Reihenfolge.";vor einem Jahr;5;4
Herzogin Elisabeth Hospital;Sehr nettes Personal wurde mehrfach hier operiert immer ohne Probleme und vor alles immer alles Top danach gewesen.;vor einem Jahr;5;Keine
Herzogin Elisabeth Hospital;Meine Mutter wurde hier operiert, der Arzt rief mich nach der OP an um mich zu informieren das alles gut geklappt hat. Das Pflegepersonal ist hervorragend, super nett und hilfsbereit. So liebevoll wie man hier behandelt wird das kann man kaum glauben. 100%ige Empfehlung!!!;vor einem Jahr;5;1
Herzogin Elisabeth Hospital;Operation von meinem Mann, vier mal verschoben, vier mal umsonst Urlaub genommen.... jetzt wieder, weil ein Gespräch plötzlich zu alt ist. Dabei war es letzten Freitag noch ausreichend. ??????;vor einem Jahr;1;3
Herzogin Elisabeth Hospital;Mein Zimmer auf der Station 6 war schön, es gab ausreichend Personal. Die Fachkräfte gaben sich die Klinke in die Hand. Alle waren sehr nett und ich habe mich bei Professor Heller sehr gut aufgehoben gefühlt. Auch das Essen verdient Lob. Vielen Dank.;vor 2 Jahren;5;2
Herzogin Elisabeth Hospital;Die Aufenthaltszeit war super, vielen Dank an das tolle Team!;vor einem Jahr;5;1
Herzogin Elisabeth Hospital;Sehr nett, geringe Wartezeit und kompetenter Arzt. Beste KH weit und breit.;vor einem Jahr;5;2
Herzogin Elisabeth Hospital;Gute Beratung, Personal nimmt sich Zeit und wirkt professionell!;vor einem Jahr;5;1
Herzogin Elisabeth Hospital;???????????? Sehr gutes, gepflegtes Krankenhaus mit klasse Ärzten und Krankenschwestern und Pflegern sowie Physiotherapeuten. ????????;vor einem Jahr;5;2
Herzogin Elisabeth Hospital;"Beste Krankenhaus und Personal.Mein Vater war letztes Jahr mal dort wegen LUFTNOT,er wurde gut versorgt und wieder Aufgebaut.Der Chefarzt  Dr.Linder ist super Menschlich und eine wie Du und Ich.Danke für die gute Versorgung auch an die Ärztinen,nur ein Stationsarzt war sehr Arogant und Unfreundlich,Empathie  gleich Null.Aber man muß sich ja nichts gefallen lassen.
Wenn ich kann ,dann nur da hin????";vor einem Jahr;5;2
Herzogin Elisabeth Hospital;Bin sehr zu Frieden vielen Dank;vor 9 Monaten;5;1
Herzogin Elisabeth Hospital;Super Krankenhaus. Alles Top. Vielen Dank??;vor einem Jahr;5;1
Herzogin Elisabeth Hospital;Ein großes Lob an die Ärzte und Schwestern der Medizinischen Klinik um Dr. Lindner und den tollen Schwestern! Sie haben meine Mutter von der Aufnahme bis zur Verlegung in eine andere Klinik fantastisch begleitet und ihr die Angst vor dem Eingriff genommen. Sie fühlte sich gut bei Ihnen aufgehoben - vielen Dank dafür!  5 von 5 Sternen von uns! Da können sich viele andere Kliniken aus dieser Stadt eine Scheibe abschneiden!;vor 2 Jahren;5;2
Herzogin Elisabeth Hospital;Notaufnahme saumässig, trotz starker Schmerzen und fast leerem Wartezimmer stundenlanges warten. Absolut nicht empfehlenswert;vor einem Jahr;1;2
Herzogin Elisabeth Hospital;Fehlende Kommunikation zwischen Ärzten, Pflegern und Patienten. Allerdings sind die Pfleger sehr Nett gewesen und die Zimmer waren auch vernünftig.;vor einem Jahr;3;Keine
Herzogin Elisabeth Hospital;"Nach einem Ärzte Pfusch in Salzgitter Helios bin ich sofort in das HEH Krankenhaus in Braunschweig und berreue es auch keine Sekunde. Die Klinik ist super ! Das Personal, die Ärzte einfach alle und alles war super.
Ein großes Dankeschön geht an Dr. Teschke und Dr. Nerreter. Von Anfang an wusste Dr. Teschke sofort wie man meine Bauchspeicheldrüsenentzündung sofort am besten behandelt. Zudem musste ich mit den Schmerzen nicht mal in der Notaufnahme warten und wurde von Anfang an sehr ernst genommen. Und Dr. Nerreter hat meinen ERCP Eingriff gemacht und muss wirklich gestehen das ich mich schon von Anfang an einfach in besten Händen gefühlt habe. Selbst danach haben die Ärzte immer ganz lieb nach einem gefragt. Zudem waren alle Schwestern auf der Intensivstation sowie auch auf der normalen Station super lieb. Ich danke euch allen für die Geduld und die tolle Arbeit die ihr jeden Tag leisten müsst. Ich kann die Klinik jedem weiterempfehlen??????";vor einem Jahr;5;3
Herzogin Elisabeth Hospital;"Diese Klinik ist das Beste, was es im weiten Umkreis gibt! Ärztliche Versorgung und Pflege sind optimal, Ausstattung und OP-Techniken hochmodern. Außerdem sind hier alle so freundlich und menschlich, dass man auch Lebenskrisen bewältigen kann.
Von dieser Klinik können die meisten anderen noch viel lernen!";vor 2 Jahren;5;5
Herzogin Elisabeth Hospital;Mitarbeiter beachten einen gar nicht, wenn man da sitzt und die ganze zeit schmerzen hat werden andere Personen trotzdem vorgezogen. Inkompetentestes Krankenhaus in dem ich je war!!! Ich nie wieder;vor einem Jahr;1;3
Herzogin Elisabeth Hospital;Sehr nettes Personal in der Notaufnahme. Wenn man mal länger warten muss dann liegt es daran das dringende Notfälle vorgezogen werden, und da sollte man ja wohl Verständnis für haben und nicht das Personal beschimpfen.;vor 2 Jahren;5;1
Herzogin Elisabeth Hospital;"Ich habe mich noch nie so umsorgt und verstanden gefühlt wie hier. Bin in die Notaufnahme mit Einweisung und hatte nicht dran geglaubt das man mir endlich hilft.  Total freundliches Personal, natürlich dauerte alles etwas aber es ist eine Notaufnahme ""an alle anderen Patienten "" habt doch ein bisschen mehr Geduld.
Ich glaube Manuela und Dennis haben mich aufgenommen da kann man nur 5 Sterne geben. Nett , humorvoll und sehr sympathisch.
Jetzt werde ich hier auf den Kopf gestellt und habe bisher nicht eine schlecht gelaunte oder Wort karge Person getroffen . Auch die Ärzte alle ein lächeln suf den Lippen habe so etwas noch nicht erlebt ,Danke.
Station E";vor 2 Jahren;5;3
Herzogin Elisabeth Hospital;"Bin mit Atemnot dort gewesen, mir wurde gesagt das es ein physisches Problem sei, außerdem hat sich die Ärztin darüber aufgeregt das ich gar nicht dort sein dürfte.
Mittlerweile wurde ich operiert an der Nase, hätte mir jemand damals im Krankenhaus geholfen, hätte ich eine Menge Qualen weniger gehabt.
Mittlerweile kriege ich Luft.";vor 2 Jahren;1;9
Herzogin Elisabeth Hospital;Habe im Oktober 2017 Knieprothese bekommen. Sehr gut verlaufen. Personal, Zimmer, Essen sehr gut. Werde gerne wiederkommen (wenn nötig)!;vor 2 Jahren;5;3
Herzogin Elisabeth Hospital;Freundliches und kompetentes Personal. Sehr sauberes Krankenhaus, Toiletten sowie Zimmer. Das Essen ist super. Abwicklung und Ablauf von OP super! Es ist halt ein Krankenhaus und kein 5* Urlaubshotel. Kann ich nur weiterempfehlen!;vor 3 Jahren;5;7
Herzogin Elisabeth Hospital;Nettes, kompetentes Ärzteteam, Zimmer und Verpflegung sehr gut. Die Schwestern höflich und umsichtig. Mir wurde geholfen und wenn ich ins KH muß, gehe ich mit einem guten Gefühl ins HEH.;vor einem Jahr;5;2
Herzogin Elisabeth Hospital;Ich wurde in der Notaufnahme aufgenommen, sehr freundliche Ärzte dort!!! Das Krankenhaus ist sehr modern, technisch wie auch baulich.meine Tochter wurde hier auch schon letztes Jahr 2x am Fuß operiert (links und rechts), alles gut verlaufen!;vor 2 Jahren;5;2
Herzogin Elisabeth Hospital;Morgen geht es Richtung Heimat. Ich Blicke auf 5 Tage zurück in ne eine letzte Nacht erwartet mich noch. Das Krankenhaus bietet ein sehr angenehmes Ambiente, Top Ärzte und ein spitzenmässiges Pflegeteam auf Station 2. Es wird sich gekümmert und das nicht nur oberflächlich. Als Schmerzpatient kommt man sich gut aufgehoben vor. Hier fühlt man sich wohl und nicht abgestellt wie in einem kommerzialisierten Bettenbunker. Die Effizienz und Sorgfalt leidet nicht unter diesem tollen Umfeld. Wenn ich wieder in ein KH muss, dann bitte hierher!;vor einem Jahr;5;2
Herzogin Elisabeth Hospital;"Von der Notaufnahme bis zur Entlassung einfach Klasse.
Alle Ärzte - vom Stationsarzt bis zum Chefarzt - immer gesprächsbereit
und sehr kompetent .
Pflegepersonal immer hilfsbereit und zuvorkommend.
Hygiene in allen Bereichen TOP.
Pflegezimmer vom Bad bis zum Bett TOP.
Danke an die  "" Grünen Damen "" für die Betreuung !!
Wenn man nicht krank wäre - wie in einem Hotel !!";vor 4 Jahren;5;3
Herzogin Elisabeth Hospital;Mir wurden vor kurzem Drähte und Schrauben in meinen Fuß operiert, welche nun jedoch extreme Probleme verursachen mit Höllenschmerzen und möglicherweise auch Langzeitschäden wenn sie nicht schnellstmöglich wieder heraus genommen werden. In diesem Krankenhaus habe ich versucht das Problem zu schildern, jedoch darf man nicht mal aussprechen sondern wird direkt unterbrochen. Dann bekommt man einen Gesprächstermin für in 3 Monaten!! Da das noch nicht genug ist, kann man mir dann aber noch keinen op Termin nennen - was mindestens noch mal eine Wartezeit von einem Monat bedeutet. Auch hier wird man frech unterbrochen. Wenn das schon so anfängt, kann man vermutlich nur froh sein, dass man hier nicht operiert wird. Meiner Ansicht nach absolut nicht zu empfehlen wenn man so mit Patienten umgeht.;vor 2 Jahren;1;7
Herzogin Elisabeth Hospital;Ich lag 10 Wochen im heh und kann sagen das  die Ärzte und Schwestern  und alles was da noch dran hing super waren. Es gab Schwestern die ein bisschen kratzbürstig waren aber sonst.haben alles getan damit es mir wieder super geht. Schönen Dank für alles.  .;vor 2 Jahren;5;3
Herzogin Elisabeth Hospital;Ich habe sehr gute Erfahrungen mit dem HEH gemacht. Sowohl die Betreuung durch die Ärzte als auch die pflegerische Betreuung durch die Schwestern ist hervorragend. Die Ärzte haben alles verständlich erklärt, die Ärzte haben sich ausreichend Zeit genommen, Nachfragen beantwortet. Die Angst vor einer OP wurde einem wunderbar genommen durch sehr einfühlsame Gespräche und Scherze. Essen war auch sehr gut. Rundherum war es eine sehr gute Betreuung.;vor einem Jahr;5;2
Herzogin Elisabeth Hospital;Sehr gute Ärzte und Pflegekräfte. Sauber. Professor Dr. Heller ein Genie in seinem Fach und das gleiche gilt für Dr. Thorban und alle Kollegen. Essen für den Privatpatient ist sehr gut.;vor 3 Jahren;5;6
Herzogin Elisabeth Hospital;Tolle Klinik, haben alle auch für ältere Patienten viel Verständnis. In der Chirurgie tolle Ärzte, fachlich kompetent und menschlich okay. Pflegekräfte super! Einfach nur empfehlenswert!;vor 4 Jahren;5;3
Herzogin Elisabeth Hospital;Eine super tolle Klinik mit tollen Ärzten und Ärzteninnen und Pflegepersonal .Ich habe mich sehr gut aufgehoben gefühlt .Die Sauberkeit ist top und auf Wünsche wird unheimlich gut eingegangen .Ich war mit starken Hand und Fussgelenkschmerzen hier mit schmerzhaften Wassereinlagerungen .Nur leider sind Autoemunkrankheiten schwer zu greifen .Ich hoffe auf den letzten Tag hier und kann nur sagen top Klinik .Danke an das gesamte Team des HEH Braunschweig;vor einem Jahr;5;2
Herzogin Elisabeth Hospital;Parkplatz ist nah, das ist gut. Ansonsten standardmäßig ausgestattet;vor 2 Jahren;5;1
Herzogin Elisabeth Hospital;Ich war wegen Akuten Gallenleiden dort,ich hab mich super aufgehoben gefühlt,ganz liebe Krankenschwestern und super Ärztetaem,Vielen Lieben Dank;vor 2 Jahren;5;1
Herzogin Elisabeth Hospital;dieser Klinik könnte man auch 6 Sterne geben super nettes Pflegepersonal und kompetente Therapeuten  gutes Ärzte Team in der Rheumatologie Verpflegung gut und reichhaltig;vor 2 Jahren;5;2
Herzogin Elisabeth Hospital;Ich war dort als ich eingeschränkt Krankenversichert war, keine Luft mehr bekommen ich wurde damit abgewimmelt das es Physisch sei. Erst als ich wieder Krankenversichert war wurde ich in Wolfsburg operiert, womit der Physische Aspekt wegfallen dürfte.;vor 2 Jahren;1;1
Herzogin Elisabeth Hospital;Top Klinikum;vor 8 Monaten;5;1
Herzogin Elisabeth Hospital;"Wohlverdiente 5 Sterne für diese Klinik. Ich wüsste nicht worüber man meckern könnte. Freundliches, gut gelauntes Personal, kompetente Ärzte, die die Patienten namentlich kannten und auf dem Flur erkannten, gute Betreuung, es wurde auf die Wünsche der Patienten eingegangen, das Essen hat geschmeckt, alles war sauber...die OP ist gelungen... was wünscht man sich mehr? Man bräuchte mehr von solchen Krankenhäusern.
Ich bedanke mich für die überdurchschnittlich gute Betreuung!";vor 3 Jahren;5;5
Herzogin Elisabeth Hospital;"Am 15.11.2018 Hüft-Tep links erhalten. Hatte 30 Jahre Arthrose bis hin zum Endstadium Cox-Arthrose durch Sportverschleiß. zum Schluss konnte ich so gut wie gar nicht mehr auftreten und habe das Bein nachgezogen. War bei Prof.Dr.med Heller. Alles Top!!! Jetzt habe ich keine Schmerzen mehr und kann so gut wie alles wieder machen.
Ein Wahnsinns-Gefühl. Vielen Dank dafür, auch an das ganze Team.
P.S. Wer sich für eine OP entscheidet, unbedingt vorher das Patienten-Seminar besuchen. Hier wird man gut auf die OP vorbereitet.
Viele Grüsse";vor 2 Jahren;5;1
Herzogin Elisabeth Hospital;"Ein Krankenhaus mit Ausstrahlung und sehr sehr fähigem Personal, egal wo mann hin kommt es ist Personal da die ein empfangen und zu weisen, ich habe mich richtig wohl gefült.
Allein auch die Farb gestaltung die ist gut gewählt nicht so kalt und steril Weiß.
Auch die Zimmer, sind zwar spartanisch eingerichtet aber schön und wenn mann fragen hat sie werden beandwortet auch wenn es ab und an bischen dauert.
Gute und Moderne Ausrüstung vorhanden, ok die Bettenmadratzen könten etwas besser oder dicker sein damit mann etwas bequemer liegt mann mergt die Bettengestelle durch.
Ach und die Schwestern und Pfleger sind echt gut ausgebildet sind sorgfältig und sauber bei ihrer Arbeit. Mann wird auch nicht einfach so als Nummer forne rein und hinten raus gschoben, hir wird mann fernünftig und auch wirglich als gesund, geheield entlassen. Wenn es möglich wäre würde ich auf dauer drin bleiben.????
Alles in allem ein Vorzeige Krankenhaus  da können sich einige andere mal eine scheibe ab schneiden. ??";vor 2 Jahren;5;2
Herzogin Elisabeth Hospital;Übelst unfreundliche Ärzte und Helfer;vor einem Jahr;1;3
Herzogin Elisabeth Hospital;Ich war eine Woche in der Klinik, habe schon einige Krankenhauserfahrung, aber so kompetent und liebevoll war es noch nirgends. Tolle Ärzte , sehr engagierte Schwestern,  sehr schöne Zimmer und gutes Essen.;vor 2 Jahren;5;4
Herzogin Elisabeth Hospital;Meine 82-jährige Mutter wurde im Jan. 2019 im HEH operiert (künstl. Hüftgelenk). OP-Verlauf/-ergebnis bestens. Schönes modernes Krankenhaus, gute Atmosphäre  und vor allem immer freundliche und hilfsbereite Mitarbeiter/Innen.;vor 2 Jahren;5;3
Herzogin Elisabeth Hospital;Es war perfekt. Dres. Kawara, Witzel, Motorin, die Schwestern Michaela, Svenja, Theresa etc... alle so nett. Das Essen war prima. Wenn KH, dann HEH!!!;vor 2 Jahren;5;3
Herzogin Elisabeth Hospital;Ich hab 2005 ein künstliches Kniegelenk bekommen und bin bis heute mehr als zufrieden und werde diese Klinik wieder besuchen wenn nötig, vielen Dank ans Pflegepersonal und die Ärzte auch die Zimmer sind super gewesen;vor 3 Jahren;5;4
Herzogin Elisabeth Hospital;Top...... Mehr kann ich nicht dazu sagen....;vor 2 Jahren;5;3
Herzogin Elisabeth Hospital;Ich war beim CT und bin sehr unzufrieden das es nur um Masse geht um Geld zu verdienen und der Patient nur noch eine lässige Notwendigkeit sind...menschlich eine dicke fette 6! Und fachlich 4!;vor 5 Jahren;1;2
Herzogin Elisabeth Hospital;"War zum 3.Mal stationär Gast im HEH.Und so habe ich mich auch gefühlt.
In Vorbereitung auf die OP, habe ich auch die chirurgische Ambulanz kennengelernt.
Ich möchte ausdrücklich auch diese Abteilung  mit einbeziehen, denn der Erfolg der OP beginnt dort.
Die OP-Vorbereitung in der vorstationären Aufnahme war sehr gut und man konnte bis zum OP-TAG  zu Hause schlafen.
Das hat mir sehr viel Aufregung erspart.
Am Morgen der OP kam ich auf Station 2 an und wurde sehr freundlich empfangen.
Dann begann die OP-VORBEREITUNG.
Ich habe mich sehr gut aufgehoben gefühlt.
Mein besonderer Dank gilt Schwester Margrit  und Schwester Julia.
Dem Ärzteteam um Dr.Oettel ein riesengrosses Dankeschön .
Dr.Oettel kam sogar an den Pfingstfeiertagen um nach uns zu schauen.
UND ICH BIN KEIN PRIVATPATIENT!
Ich kann dieses Krankenhaus nur empfehlen.
Dr. Oettel, seinem Team und dem Pflegepersonal von Station 2 wünsche ich weiterhin viel Erfolg und Spaß in diesem Haus.
Marita Roscher Zimmer 215";vor 3 Jahren;5;7
Herzogin Elisabeth Hospital;Alles Top .;vor einem Jahr;5;1
Herzogin Elisabeth Hospital;Super nettes Pflegepersonal. Fühlte mich während meines Aufenthalts ausgesprochen wohl und gut aufgehoben.;vor 5 Jahren;5;3
Herzogin Elisabeth Hospital;"Hatte vorletzte Woche eine Schilddrüsen-OP mit kompletter Entfernung der SD. Nach 2 Tagen schon Entlassung. Heute schon wieder arbeitsfähig. Nach Aufwachen aus der Narkose vollkommen schmerzfrei.
Dank gilt an Dr. Hinrich Seesko sowie das komplette OP- und Pflegeteam.
Sehr nett und kompetent. Gutes Essen. Fühlte mich gut aufgehoben und betreut. Kann ich nur weiterempfehlen.";vor 3 Jahren;5;4
Herzogin Elisabeth Hospital;"Bezüglich eines gefäßchirurgischen Eingriffs war ich im Frühjahr 2018 im HEH und bin bis heute mehr als zufrieden. Vielen Dank an das Ärzteteam der dortigen Gefäßchirurgie sowie das Pflegepersonal - die Behandlung und Betreuung habe ich als sehr angenehm wahrgenommen.

Entgegnen der Erfahrung aus einer anderen Klinik war der Ablauf der Voruntersuchungen im HEH sehr gut - freundlicher Empfang und dann Untersuchung sowie ausführliche Erläuterung vom Oberarzt. Die Terminvergabe für die OP erfolgte dann zeitnah. Die vorstationäre Aufnahme vor der OP lief auch sehr gut, schnell und freundlich.
Nach der OP eine Nacht auf der Intensivstation verbracht bei ebenfalls freundlicher Betreuung durch das Pflegepersonal, dies gilt auch für den Kontakt gegenüber den Angehörigen. Auch die folgenden Tage auf der Station waren geprägt von einer stets sehr hilfsbereiten und freundlichen Art des Pflegepersonals und des Ärzteteams.
Vor dem Hinblick, dass ein Krankenhausaufenthalt in aller Regel nicht zum größten Vergnügen gehört, muss ich sagen, dass ich mich im HEH sehr gut aufgehoben gefühlt habe.";vor 3 Jahren;5;6
